RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8283,14171364,Sharma,538,Germany,Female,58,9,230689.04,4,1,0,113942.32,1
8284,66748708,Patel,424,France,Male,84,0,12073.22,3,1,1,159947.29,1
8285,37101646,Mehta,463,France,Female,65,10,91202.25,3,0,1,128470.15,0
8286,32139420,Gupta,500,Spain,Female,40,9,163050.55,4,1,0,33810.69,0
8287,46128369,Lopez,785,Spain,Female,19,7,245746.74,1,0,0,197486.38,0
8288,42198250,Bose,433,Germany,Male,21,1,68943.0,3,0,0,45907.94,0
8289,74354201,Verma,561,Spain,Female,43,0,191045.95,3,1,0,196415.84,0
8290,14197739,Gupta,810,Germany,Male,36,8,165092.26,1,1,1,111384.24,1
8291,87433985,Sharma,526,Germany,Female,66,1,153367.07,1,0,1,170995.43,0
8292,46860174,Bose,661,Germany,Male,91,6,185733.64,1,0,1,42313.42,0
8293,67338099,Mehta,508,France,Male,70,6,63481.41,1,0,0,175037.06,0
8294,28248067,Roy,535,France,Male,23,0,84671.13,2,0,0,43294.74,0
8295,61044565,Brown,820,Spain,Male,79,9,140115.98,4,0,1,180214.23,0
8296,88433445,Khan,658,Spain,Male,18,0,109745.28,4,1,1,99678.33,0
8297,63268246,Cruz,595,Germany,Female,33,6,180498.06,2,1,1,175054.15,0
8298,34543290,Patel,733,Germany,Male,69,5,200157.02,2,1,0,69626.53,0
8299,98372825,Hall,391,France,Female,24,3,132002.5,4,0,1,147478.59,0
8300,16859634,Adams,634,France,Male,52,2,98489.09,1,0,0,159325.85,1
8301,21045787,Gupta,649,Germany,Male,85,4,227961.5,2,1,0,109976.43,0
8302,86948983,Brown,785,Germany,Male,32,4,187462.25,1,0,0,175680.56,0
8303,63032641,Das,718,Spain,Male,74,10,168310.7,2,1,0,142921.81,0
8304,72922874,Gupta,835,Germany,Male,40,2,14324.83,3,1,1,76620.33,0
8305,14007324,Cruz,785,Germany,Male,28,5,131961.04,1,1,0,187316.25,0
8306,18203492,Sharma,777,Germany,Male,21,2,30375.5,2,0,1,81185.24,0
8307,38085521,Sharma,530,France,Male,75,3,165126.66,2,1,0,151577.71,0
8308,60973110,Singh,689,France,Male,57,2,74906.73,1,0,1,144675.69,1
8309,16437885,Gupta,840,Spain,Female,75,5,184626.12,3,1,1,43766.61,0
8310,62658737,Lopez,844,Spain,Female,84,8,194538.03,4,0,1,97042.47,0
8311,89992949,Brown,512,Spain,Female,55,2,75102.36,2,0,1,123367.83,0
8312,10393186,Adams,805,Germany,Male,19,0,244066.67,1,1,1,53529.46,0
8313,47309922,White,441,Germany,Female,57,6,129173.69,2,0,1,37893.32,0
8314,90032138,Singh,454,France,Male,73,4,54467.57,4,1,1,118320.5,0
8315,84180286,White,788,Germany,Male,89,3,193799.21,3,1,1,47585.16,0
8316,80413163,Morgan,847,Germany,Male,52,2,190185.82,1,1,0,161853.02,0
8317,48514123,Hall,677,France,Female,66,6,103473.52,4,0,1,173967.39,0
8318,83641794,Singh,890,Spain,Female,84,1,164653.06,2,0,1,36875.81,0
8319,91917620,Das,858,Germany,Male,61,10,5431.66,4,0,1,146548.43,0
8320,35928614,Cruz,600,France,Male,48,3,72807.47,4,0,1,151800.91,0
8321,11750093,White,540,France,Female,82,1,220368.31,4,0,1,31920.23,0
8322,32993847,Allen,396,Spain,Female,35,9,58028.02,2,1,0,127337.52,0
8323,15243174,Mehta,600,France,Female,53,7,226396.54,1,0,0,131914.71,0
8324,76027288,Sharma,413,Spain,Female,79,2,144969.09,4,1,1,112160.74,0
8325,29672234,Das,669,Spain,Female,46,4,225727.83,3,1,1,144178.98,0
8326,57486162,Turner,873,Spain,Female,40,10,32717.78,2,1,1,64450.92,0
8327,50374831,Verma,641,Spain,Female,20,3,115982.2,3,1,0,67035.75,0
8328,82687987,Brown,378,Spain,Female,47,4,74114.77,1,1,1,186290.1,0
8329,95579755,White,786,France,Female,62,3,221730.46,2,0,0,142243.63,0
8330,78083167,Adams,396,Germany,Male,66,7,85389.78,4,0,0,91458.54,0
8331,57989910,Brown,766,Spain,Male,36,5,147115.73,2,0,0,140896.63,0
8332,69040836,Hall,800,Spain,Male,81,0,206910.59,3,0,0,154682.43,0
8333,30030723,Hall,423,Germany,Male,22,4,57255.76,4,1,0,74396.95,0
8334,96762317,Mehta,402,Germany,Female,73,0,11435.15,3,1,1,113542.19,0
8335,63962695,Roy,582,Spain,Male,51,2,123534.93,3,1,0,40646.75,0
8336,14973064,Hall,549,Germany,Male,90,10,170916.31,1,1,1,128219.53,1
8337,83956984,Morgan,898,Spain,Male,65,5,179815.53,3,0,0,143829.82,0
8338,86534130,White,446,France,Female,43,8,104299.05,2,1,0,153773.72,0
8339,27257890,Hall,398,Germany,Female,22,2,19654.86,1,1,1,192888.09,1
8340,83793465,Das,871,Germany,Female,48,3,100786.96,1,1,1,50019.15,0
8341,13612914,Sharma,389,France,Male,41,9,30497.66,4,0,0,32499.09,0
8342,24130270,Brown,502,Germany,Male,39,0,18054.85,1,0,1,189649.62,0
8343,61276001,Morgan,455,France,Male,39,9,75858.81,2,1,0,136750.03,0
8344,55352453,Bose,560,Spain,Male,74,1,194304.98,3,0,0,121362.22,0
8345,52994381,Turner,551,Germany,Female,47,6,192086.13,1,1,0,96189.32,0
8346,41822219,Patel,782,Germany,Female,64,7,152009.22,1,0,0,99343.9,0
8347,72550627,Cruz,496,France,Male,91,0,206559.91,2,1,1,73455.56,0
8348,49422987,Khan,848,Spain,Male,84,8,125205.83,2,1,0,132437.27,1
8349,53767020,Cruz,631,Spain,Female,56,5,60861.12,4,1,0,22772.76,1
8350,92282305,Adams,659,France,Male,83,0,142492.78,4,0,1,117941.48,1
8351,37132673,Sharma,400,Germany,Female,46,3,230811.47,4,1,0,30456.96,0
8352,28498958,Gupta,844,Germany,Female,31,3,9032.32,3,1,0,150317.95,0
8353,43295260,Adams,758,France,Female,21,6,241214.63,3,0,0,193185.87,1
8354,80404317,White,622,France,Male,89,0,186079.29,4,0,1,53335.97,1
8355,15870747,Singh,807,France,Female,22,9,171560.44,3,0,0,69396.61,0
8356,72345869,Taylor,469,Germany,Male,61,8,153458.48,2,1,0,116961.66,0
8357,77413407,Das,395,France,Male,41,0,64434.23,1,1,1,108177.76,0
8358,39141997,Turner,592,Spain,Female,45,9,221435.85,1,0,0,166928.31,0
8359,80221125,Lopez,660,France,Male,41,2,242865.26,2,1,1,42621.62,0
8360,78565362,Morgan,680,Spain,Male,22,0,231033.41,3,1,0,119572.23,0
8361,55640965,Allen,360,Spain,Female,30,0,27203.33,4,0,0,185996.98,0
8362,39334810,Turner,773,France,Male,72,3,184128.09,1,1,0,140070.49,1
8363,98599377,Cruz,397,Spain,Male,47,1,139163.85,4,0,0,68394.57,1
8364,52655972,Das,726,Germany,Male,66,8,197084.24,1,0,1,31272.46,0
8365,40887799,Sharma,357,France,Male,32,0,88071.6,2,1,0,95428.89,0
8366,86478743,Mehta,875,Germany,Male,47,2,239242.1,3,1,0,104056.86,0
8367,59440613,Verma,719,Germany,Male,45,1,78152.07,1,1,0,43947.23,1
8368,16423841,Lopez,789,Spain,Male,21,0,184494.65,3,1,1,106436.64,0
8369,19380814,Cruz,833,Germany,Male,85,10,125952.57,2,0,0,141810.6,0
8370,29015370,Taylor,622,Germany,Male,32,8,154221.34,2,0,1,105595.23,0
8371,68723541,Verma,480,France,Male,51,4,28916.84,3,1,0,60796.61,0
8372,79766167,Khan,870,France,Female,60,10,152709.39,1,1,0,192512.72,1
8373,71753617,Turner,463,Germany,Male,78,5,140883.75,1,1,0,40692.99,0
8374,85433322,Taylor,881,Spain,Female,80,7,179731.63,1,1,0,129508.33,0
8375,53045531,Bose,848,Spain,Male,19,6,71925.92,4,0,1,151268.1,0
8376,83772007,Roy,688,France,Male,69,6,208071.05,4,1,1,68580.26,1
8377,77774843,Khan,370,France,Male,69,8,236318.87,3,1,0,88317.84,0
8378,15446342,Patel,382,France,Female,32,2,220504.98,3,1,0,98528.92,0
8379,91635284,Gupta,482,Spain,Male,57,9,97838.08,1,0,1,136457.33,0
8380,69227809,White,375,France,Male,45,7,190551.34,2,0,1,112215.84,0
8381,64416105,Roy,713,Germany,Male,72,5,91257.29,4,1,0,54421.26,0
8382,84213491,Bose,441,Spain,Male,67,7,215778.37,2,1,1,180655.97,1
8383,54481116,Allen,894,Germany,Female,39,3,93847.3,1,1,0,85591.56,0
8384,97684137,Morgan,587,France,Male,46,0,46510.41,3,0,1,88868.08,0
8385,46753179,Lopez,367,Spain,Female,89,10,122265.49,1,1,1,163975.37,1
8386,74170362,Allen,623,France,Male,29,2,33771.87,2,0,0,116382.79,1
8387,23114573,Khan,638,Spain,Male,55,9,146730.89,2,1,1,61649.01,0
8388,43050331,Patel,376,France,Female,19,2,144141.35,4,1,1,184616.41,0
8389,95788951,Adams,783,Spain,Female,29,0,122702.89,4,1,1,164932.59,0
8390,69066485,Morgan,457,Spain,Male,72,4,150932.53,4,0,1,127989.87,0
8391,31535028,Cruz,673,Spain,Female,29,5,243828.83,4,1,1,112177.0,0
8392,39892058,Bose,880,Germany,Male,26,8,95819.32,2,0,0,141566.58,0
8393,57612896,Allen,453,France,Male,49,7,105693.66,4,1,0,84953.88,0
8394,87063521,Patel,681,France,Male,90,3,68506.99,1,1,0,144937.93,0
8395,96735175,Verma,711,Spain,Female,25,5,46113.68,1,0,0,26893.01,0
8396,23924414,Sharma,638,Germany,Female,45,2,72296.8,2,1,1,91959.69,0
8397,75758489,Allen,793,Spain,Male,73,0,53159.52,2,1,1,131138.22,0
8398,83888481,Taylor,386,France,Male,53,8,108117.28,2,1,0,131850.5,0
8399,86696582,Roy,697,France,Male,54,7,58328.38,2,1,0,32847.32,1
8400,94732542,Gupta,392,Spain,Female,49,5,129337.13,3,0,0,149532.54,1
8401,10723879,Brown,475,Spain,Female,56,2,71577.53,1,0,1,35255.31,1
8402,22377179,Brown,358,Spain,Male,66,10,106169.55,3,0,0,153349.8,0
8403,28397030,Khan,875,France,Male,35,4,32314.64,2,1,0,184159.28,1
8404,61775963,Khan,480,Spain,Female,40,8,40987.97,2,0,0,195559.01,0
8405,78611582,Das,674,Spain,Female,50,6,153529.09,4,1,1,128636.1,1
8406,23772237,Singh,533,France,Female,90,1,141331.5,3,1,1,148532.3,0
8407,96714420,Adams,631,Spain,Female,68,5,42804.36,3,0,0,62088.38,0
8408,89040997,Brown,402,Germany,Male,60,8,73702.37,3,1,0,87411.23,0
8409,83805443,Gupta,882,France,Female,21,10,55369.93,4,1,1,22198.55,1
8410,43953257,Cruz,726,Spain,Female,84,10,199364.23,2,0,0,163632.13,0
8411,58022891,Khan,644,Spain,Male,89,9,91202.81,1,0,0,144123.0,0
8412,75449071,Adams,557,France,Female,19,0,101490.82,1,1,1,66433.67,0
8413,23654424,Adams,826,France,Female,62,4,166224.05,3,1,0,108218.7,0
8414,78994054,Lopez,418,Germany,Male,57,8,81386.82,4,1,1,151113.11,0
8415,31869211,Lopez,786,Spain,Male,19,2,94451.59,4,1,1,139976.95,0
8416,27007812,Adams,650,Spain,Male,49,2,199475.34,3,1,1,77711.69,0
8417,14993899,Das,376,Spain,Male,18,9,198632.79,3,0,1,86554.15,0
8418,88376670,Verma,455,France,Female,35,8,151142.58,2,1,0,47761.52,0
8419,47677422,Cruz,360,France,Male,81,2,139744.39,3,0,1,44773.19,0
8420,25905769,Taylor,565,France,Male,49,10,45252.38,2,0,0,92876.25,0
8421,24299385,Taylor,670,Spain,Female,26,8,118295.77,4,1,1,106338.67,0
8422,22494418,Patel,809,Spain,Male,72,9,68589.46,1,1,0,191125.6,0
8423,92519279,Khan,875,France,Male,84,2,182437.82,2,0,0,110976.99,1
8424,54685691,Roy,509,Germany,Male,41,7,156984.95,3,1,1,54156.6,0
8425,66828775,Patel,813,Spain,Female,28,9,94417.12,2,0,0,50462.34,0
8426,77403222,Khan,871,Germany,Female,45,8,133773.63,4,0,1,82146.49,0
8427,91488646,White,622,France,Female,33,2,105268.81,4,1,0,185384.93,0
8428,51149334,Patel,590,Spain,Female,29,0,36609.09,2,0,1,162893.74,1
8429,68164924,Gupta,516,Germany,Male,85,8,195192.71,2,0,1,108889.44,0
8430,14721005,Mehta,676,Spain,Female,21,6,224562.72,2,1,1,192041.01,0
8431,19970977,Allen,878,Germany,Female,83,5,232586.61,2,1,0,58787.11,0
8432,65301993,Patel,622,Spain,Male,48,3,197298.06,4,1,1,98217.46,0
8433,54929426,Taylor,725,Germany,Female,73,4,205408.67,4,0,0,20185.15,0
8434,11247752,Morgan,724,Germany,Female,67,6,13931.22,2,1,1,176001.91,0
8435,39750575,Allen,683,France,Female,84,8,195472.77,1,1,0,48410.05,1
8436,48249586,Brown,352,France,Female,18,5,75853.37,4,1,0,192385.99,0
8437,65689425,Mehta,592,Germany,Female,86,3,34455.26,4,1,0,111293.51,0
8438,65632936,Morgan,400,Spain,Male,56,3,130474.23,1,1,1,198911.2,0
8439,55257519,Morgan,699,Germany,Male,69,9,142596.8,1,1,1,117436.37,1
8440,10116908,Mehta,523,Spain,Male,53,2,121202.45,3,1,0,101979.72,0
8441,79452009,Khan,465,Spain,Female,84,1,163196.07,1,0,0,104987.58,0
8442,55318936,Bose,710,Spain,Male,29,3,178554.78,3,1,0,170438.82,0
8443,15846899,Mehta,704,Spain,Male,78,5,34278.29,1,0,1,85224.31,1
8444,82469542,Morgan,425,France,Female,89,0,154231.01,2,0,1,173599.09,1
8445,86138614,Brown,430,Germany,Male,28,1,13612.98,2,0,0,179544.49,1
8446,35403726,Morgan,578,Spain,Male,31,7,112191.19,1,1,0,71992.22,0
8447,75486362,Verma,421,France,Female,71,2,25012.4,1,0,1,186830.05,0
8448,87657703,Bose,752,Spain,Male,25,0,112403.9,3,1,1,54311.76,0
8449,68544451,Morgan,567,Spain,Male,50,1,43860.8,3,1,0,168779.58,1
8450,90002034,Adams,801,France,Female,21,2,183607.57,3,1,0,50370.6,0
8451,35648274,Hall,716,France,Female,47,1,224895.17,4,1,0,149189.2,0
8452,58750875,Verma,661,Spain,Female,71,3,42385.0,2,0,1,195611.15,1
8453,41097044,Morgan,647,Germany,Female,23,3,184164.07,1,1,1,33702.53,1
8454,82418938,Adams,373,France,Female,22,10,36538.78,3,0,0,55342.33,0
8455,43600239,White,459,Germany,Female,68,9,108429.7,1,0,0,83550.62,0
8456,28213202,Adams,401,Spain,Female,31,1,156383.66,1,0,1,84822.64,0
8457,43445661,Verma,639,Spain,Male,51,0,134431.55,4,1,0,52786.77,1
8458,94546581,Morgan,793,Spain,Female,58,2,14287.96,1,1,0,109437.7,0
8459,11558274,Sharma,816,Spain,Female,56,3,90661.47,4,0,0,162330.51,0
8460,23211492,Allen,608,Spain,Male,35,10,117540.32,4,0,1,164475.78,0
8461,35813096,Bose,673,Spain,Female,37,5,97849.48,4,1,1,103917.31,0
8462,13764993,Gupta,687,Germany,Female,25,4,166374.64,2,0,0,76432.47,0
8463,94196043,Taylor,771,France,Female,43,1,222043.28,4,0,0,63500.82,0
8464,64423349,Gupta,608,Spain,Male,44,3,166915.39,2,1,1,148793.35,0
8465,95069573,Turner,414,France,Male,49,5,147490.61,4,0,1,35343.84,0
8466,25576682,Khan,512,Germany,Male,59,3,37266.4,4,0,0,118154.23,0
8467,66798428,Patel,513,Spain,Male,67,10,87211.95,4,0,1,117462.73,0
8468,24516602,Morgan,388,Spain,Female,66,10,137071.82,4,0,0,40299.22,1
8469,36873053,Mehta,669,France,Male,82,6,233511.53,3,1,0,104819.75,0
8470,72770433,Turner,709,France,Male,80,5,76195.49,1,0,0,64955.8,0
8471,45106158,Brown,618,France,Male,44,5,84489.46,4,0,0,49976.4,0
8472,23426433,Taylor,673,Spain,Female,52,9,147389.87,3,1,0,34767.55,0
8473,75516892,Cruz,675,France,Male,55,1,224925.02,1,1,1,54799.57,0
8474,88004448,Singh,606,France,Female,55,10,135799.95,1,1,0,136082.84,0
8475,34336228,Hall,549,Germany,Female,59,6,43602.92,1,0,0,151280.9,0
8476,99405883,Khan,787,Spain,Female,59,8,18869.68,2,0,1,61138.34,0
8477,66018784,Allen,453,Spain,Male,66,5,222248.22,4,1,0,123276.46,0
8478,34566789,Das,721,Spain,Female,74,7,167485.69,2,1,0,86887.35,1
8479,41966443,Patel,513,France,Female,71,5,55131.0,1,1,0,117484.37,0
8480,52751102,Bose,462,Germany,Male,27,5,181125.18,3,0,1,64315.48,0
8481,71709415,Singh,898,France,Male,77,3,179894.13,3,1,1,28269.0,0
8482,10667538,Singh,455,Spain,Female,57,5,193031.12,2,1,0,78832.68,0
8483,48161887,Khan,713,France,Female,18,9,223043.53,4,0,0,48922.58,0
8484,62344986,Roy,370,Spain,Female,81,3,38008.07,1,1,1,152168.31,0
8485,48427123,Singh,478,France,Female,29,9,239186.06,4,0,1,151469.38,1
8486,95948704,Khan,832,France,Female,74,5,249630.6,2,0,0,33090.31,0
8487,39811197,Cruz,548,Spain,Male,43,0,3621.64,3,0,1,91411.79,0
8488,37112999,Hall,870,France,Female,57,6,22825.91,3,1,1,36715.25,0
8489,81370527,Adams,769,Spain,Female,60,1,108488.05,2,0,1,148671.21,1
8490,47565200,Singh,575,France,Male,89,5,8604.44,1,0,1,23302.49,0
8491,28103047,Adams,558,France,Female,30,8,183724.36,2,0,0,98844.02,1
8492,73200865,Khan,594,France,Female,73,9,162682.53,2,1,1,47436.18,0
8493,86388727,Allen,637,Spain,Female,34,2,193964.21,2,1,0,139676.2,1
8494,71996450,Roy,415,France,Male,41,3,249604.18,1,1,0,58512.68,1
8495,70998854,Allen,502,France,Female,75,4,233354.11,1,1,1,93200.13,0
8496,41013300,Roy,840,Germany,Male,78,7,74962.34,3,1,0,20912.27,0
8497,56548721,Turner,784,Germany,Male,45,9,99116.07,4,0,1,198004.75,0
8498,36846488,Sharma,567,Spain,Male,84,5,193991.78,1,1,1,155736.91,0
8499,63878082,Khan,778,Spain,Female,68,7,97037.9,1,1,1,49592.71,0
8500,37644667,Lopez,851,Spain,Male,56,2,174658.65,1,1,0,99875.28,0
8501,77871421,Sharma,570,Spain,Female,83,2,229655.65,2,1,0,109684.4,0
8502,99153462,Lopez,784,France,Female,91,8,101469.42,4,0,0,60675.64,0
8503,72950317,Cruz,629,France,Male,57,5,140129.75,3,0,1,35292.65,0
8504,34944791,Cruz,441,Spain,Female,30,7,210365.23,3,1,1,122504.36,0
8505,86080405,Brown,873,Spain,Male,36,3,119417.48,2,0,0,170320.77,0
8506,17188106,Adams,488,Germany,Male,23,4,72282.9,3,1,1,122926.24,0
8507,77430063,Turner,372,Spain,Female,35,8,64542.26,2,1,1,133538.8,0
8508,32139911,Lopez,766,Germany,Female,26,6,17970.95,2,1,1,126336.47,0
8509,80938858,Turner,697,Spain,Female,85,4,82590.61,1,0,1,102160.91,0
8510,36577570,White,586,Spain,Female,71,6,171464.81,1,0,0,46513.39,1
8511,41638829,Khan,532,France,Female,67,10,14710.39,1,1,1,56426.17,0
8512,41625253,Lopez,857,Spain,Male,87,8,68572.8,4,1,1,78996.38,1
8513,23329543,Morgan,547,Germany,Female,28,2,27900.41,4,0,1,72940.15,1
8514,34169269,Cruz,472,France,Female,72,2,101119.51,3,1,0,113887.12,0
8515,26806308,White,895,Germany,Female,59,3,23347.53,4,0,0,95746.32,0
8516,15113050,Allen,730,Spain,Male,28,10,186512.72,1,1,1,134639.06,0
8517,68040667,Patel,864,France,Male,89,9,232006.09,4,0,1,171259.67,0
8518,92101793,Mehta,355,Germany,Male,84,6,48083.14,3,0,0,28839.99,0
8519,41530062,Turner,653,Spain,Female,19,4,62644.4,1,0,0,103233.07,0
8520,30858750,Morgan,541,Germany,Male,83,4,40038.73,4,0,1,58816.4,0
8521,87388048,Lopez,725,Spain,Male,43,3,46857.61,1,1,0,183840.63,0
8522,68592416,Brown,874,Germany,Female,54,7,77891.65,3,1,1,118001.07,0
8523,74853869,Allen,385,Spain,Female,53,2,70292.72,3,0,1,179153.63,0
8524,72179635,Patel,419,Germany,Female,33,1,96292.58,1,0,0,140659.04,0
8525,51543029,Lopez,638,France,Male,83,3,131235.7,2,0,1,44347.69,1
8526,93491791,Roy,454,Spain,Male,38,7,181883.54,3,0,0,172420.33,0
8527,26984796,Morgan,662,Spain,Male,24,3,221122.17,4,0,1,77140.4,1
8528,39908080,Hall,404,Germany,Female,28,7,114844.85,3,0,0,153840.19,0
8529,30549596,Allen,456,Spain,Female,73,4,227243.35,1,0,0,111523.95,0
8530,73078804,Adams,656,France,Male,61,8,169939.0,1,1,0,151435.76,1
8531,18865465,Adams,385,Germany,Male,71,1,182227.2,3,1,1,114960.71,0
8532,96986866,Roy,482,Germany,Male,74,7,130560.89,1,1,1,187031.12,1
8533,50840312,Lopez,374,Germany,Female,75,6,130805.0,2,0,0,111822.36,0
8534,79760652,Singh,386,France,Female,54,1,132993.27,3,0,1,30926.9,0
8535,72275648,Morgan,368,France,Male,65,4,122994.45,2,1,0,101401.48,0
8536,71089043,Roy,384,Spain,Female,79,5,114719.63,3,1,0,194142.86,0
8537,77318584,Verma,712,Germany,Female,56,8,193639.95,2,1,0,162127.9,0
8538,96104302,Adams,767,France,Female,81,10,96920.48,4,0,0,133678.04,0
8539,91492269,Mehta,779,Spain,Male,85,7,51683.76,1,1,1,47234.29,0
8540,30768135,Patel,867,France,Male,85,6,33892.32,1,0,1,52968.39,0
8541,35079305,Mehta,816,France,Female,44,10,219894.9,3,1,0,150023.24,0
8542,63347272,Gupta,548,France,Female,87,0,215720.84,3,0,1,151518.95,0
8543,66885616,Verma,895,Spain,Male,77,9,60910.67,2,0,1,87203.14,0
8544,22525800,Brown,560,France,Male,61,2,29551.22,1,0,1,199013.1,0
8545,20520770,Mehta,850,France,Male,47,0,240114.73,1,0,0,144463.08,0
8546,90470704,Morgan,590,France,Male,75,9,120504.22,2,0,1,181008.6,0
8547,37127984,Bose,519,Germany,Female,53,5,23344.29,4,1,0,28336.67,0
8548,53677912,Khan,643,France,Male,22,2,53827.0,4,0,1,132243.75,0
8549,58825789,Bose,664,Germany,Male,36,1,175939.69,4,1,0,154915.87,0
8550,39397621,Das,476,France,Male,29,9,20329.08,3,1,1,163522.46,0
8551,84125475,Cruz,817,Germany,Male,77,1,108266.03,2,1,1,141032.53,0
8552,47391910,Singh,716,France,Male,28,7,106895.75,2,1,1,129066.63,1
8553,75546292,Singh,370,Germany,Female,70,0,171419.54,4,0,0,154302.43,0
8554,12780877,Khan,665,Germany,Female,37,8,49850.94,2,0,1,26935.45,0
8555,13031863,Brown,439,Germany,Female,90,6,245942.68,2,0,0,155240.59,1
8556,61481959,Turner,753,France,Male,44,0,38819.76,4,0,1,79328.24,0
8557,45150208,Taylor,867,Spain,Male,75,4,149591.59,3,0,0,156985.51,0
8558,20457143,Patel,800,Germany,Female,22,4,82025.57,2,1,0,159874.24,0
8559,63448821,Mehta,499,Germany,Male,91,1,33220.02,1,0,1,69785.2,0
8560,31603101,Roy,795,Germany,Male,26,0,134720.89,3,0,1,148731.98,0
8561,46799243,Das,429,Germany,Male,49,6,42378.39,2,1,1,79207.56,1
8562,59261346,Singh,366,Germany,Male,89,8,169962.18,2,1,1,150457.23,0
8563,96920012,Khan,487,Spain,Male,71,7,8107.72,1,1,1,54175.64,0
8564,77730611,Cruz,857,France,Male,62,6,127598.65,2,0,1,33980.91,0
8565,54787557,Morgan,423,Spain,Female,44,3,54745.71,1,1,1,125882.71,0
8566,61612906,Singh,423,France,Male,45,9,237498.64,1,0,0,54753.65,1
8567,59214147,Bose,399,Spain,Female,35,6,177632.97,2,1,1,181036.34,0
8568,64755123,Turner,359,France,Male,48,7,188820.47,3,0,1,48492.63,0
8569,55462607,Roy,452,Germany,Male,58,8,176337.53,3,0,0,129269.75,0
8570,43850844,Turner,737,France,Male,51,8,166473.86,2,1,0,145495.21,1
8571,58341834,Morgan,734,France,Male,24,4,34512.0,2,0,1,20455.93,1
8572,54514743,Brown,648,Germany,Female,22,4,249357.09,4,0,1,176512.4,0
8573,20774240,Das,688,Germany,Male,38,5,164343.9,4,1,0,150806.47,0
8574,88384697,Turner,738,France,Female,23,7,224344.76,4,0,1,158513.41,0
8575,41601658,Hall,823,France,Female,62,2,125951.5,3,1,1,30136.12,0
8576,91966182,Patel,491,Germany,Female,52,2,71492.77,4,0,0,83376.87,0
8577,88193035,Bose,519,Spain,Female,20,10,109307.34,2,1,0,135614.2,0
8578,53441158,Verma,362,Germany,Male,50,4,99789.86,2,1,1,61205.54,1
8579,36966655,Cruz,798,France,Female,55,10,3989.84,1,0,1,169754.44,0
8580,38906038,Singh,523,France,Male,33,0,168734.53,3,1,1,93491.56,1
8581,72366569,Das,481,France,Female,88,4,184411.83,4,0,0,164195.6,0
8582,49873085,Taylor,889,Germany,Female,25,8,10228.2,1,0,1,177705.57,0
8583,52950745,Allen,618,Germany,Female,20,4,61485.84,3,0,1,105589.58,0
8584,49954663,Khan,600,Spain,Male,86,6,166109.08,1,1,0,60893.42,1
8585,85260360,Adams,719,France,Female,36,9,80473.7,3,0,0,88598.82,1
8586,98926440,Taylor,875,France,Male,24,8,233462.46,3,1,1,109892.24,0
8587,67487713,Morgan,855,Germany,Female,67,7,28148.96,1,1,0,101952.81,0
8588,42285676,Allen,527,France,Female,23,4,232021.73,4,1,1,20841.1,1
8589,84559926,Singh,896,Spain,Female,22,1,228489.86,2,0,1,35208.17,0
8590,20304803,Cruz,608,Germany,Male,78,4,238941.4,4,0,0,102126.82,0
8591,30324696,Morgan,609,France,Male,75,9,19306.93,3,1,0,98637.22,1
8592,54439681,Adams,484,Germany,Male,39,7,68100.35,2,0,1,180207.79,0
8593,14528268,Cruz,810,Germany,Female,74,10,62829.98,2,1,0,69804.93,1
8594,28999710,Turner,838,Spain,Female,49,0,221323.43,4,1,0,195927.53,0
8595,87161564,Singh,430,Germany,Female,34,9,201794.07,4,0,0,195053.86,0
8596,39696625,Sharma,716,France,Female,75,3,39723.68,4,1,0,53919.54,0
8597,94373787,Sharma,408,Spain,Male,58,0,35369.49,1,0,1,24404.51,0
8598,93978171,Hall,423,Germany,Female,39,4,118532.8,2,1,1,55602.47,0
8599,65922586,Lopez,588,France,Male,59,1,43334.86,2,0,1,95503.54,1
8600,40590606,Brown,478,Germany,Male,25,1,118975.12,3,0,0,86136.89,0
8601,44447582,Allen,761,Germany,Male,63,6,211173.65,3,0,1,105245.9,0
8602,25090407,Mehta,664,Spain,Female,65,3,124978.56,3,1,1,144530.08,0
8603,25974862,Adams,723,Spain,Male,20,1,181111.29,4,0,0,113252.31,0
8604,86033299,Khan,786,Spain,Male,47,10,62517.95,2,1,1,82059.93,0
8605,51596585,Hall,487,Spain,Male,45,2,66446.91,4,0,1,141626.53,0
8606,43338507,Morgan,804,France,Female,90,2,148445.79,4,0,0,80154.38,0
8607,32295574,Singh,358,Germany,Male,42,1,213107.45,3,1,1,83478.45,0
8608,64271711,Sharma,581,Spain,Male,54,6,132777.53,3,1,1,81781.95,0
8609,35587567,Mehta,746,France,Male,68,0,49570.32,3,1,0,74721.31,0
8610,45079500,Cruz,667,Spain,Male,56,8,54457.93,1,0,0,146091.48,0
8611,91406572,Verma,856,Germany,Male,89,4,154253.72,2,0,0,51496.56,0
8612,74898078,Verma,871,Spain,Male,84,3,25848.31,4,0,1,159383.45,0
8613,54107492,Brown,436,Germany,Female,18,2,16369.28,1,0,1,186062.69,0
8614,73721834,Adams,667,Germany,Male,55,2,25698.21,1,0,1,69730.52,1
8615,63668661,Cruz,682,France,Female,69,2,98086.12,1,0,1,146734.14,0
8616,39140356,Singh,709,Spain,Female,80,0,88592.56,3,0,1,128716.27,0
